customerinstallationid,hostname,machinetypecode
10034,ubm-smartex-vm-cs01.m2phx1.jivehosted.com,cache
10034,ubm-smartex-vm-wa01.m2phx1.jivehosted.com,webapp
10035,alberta-motor-wa02.m2phx1.jivehosted.com,webapp
10035,alberta-motor-db.m2phx1.jivehosted.com,dbvirtual
10035,alberta-motor-eaedb.m2phx1.jivehosted.com,dbeae
10035,alberta-motor-cs01.m2phx1.jivehosted.com,cache
10035,alberta-motor-eae01.m2phx1.jivehosted.com,eaeservice
10035,alberta-motor-wa01.m2phx1.jivehosted.com,webapp
10036,cellularsouth-wa02.m2phx1.jivehosted.com,webapp
10036,cellularsouth-db.m2phx1.jivehosted.com,dbvirtual
10036,cellularsouth-wa01.m2phx1.jivehosted.com,webapp
10036,cellularsouth-cs01.m2phx1.jivehosted.com,cache
10037,thecosmopolitanlv-wa02.m2phx1.jivehosted.com,webapp
10037,thecosmopolitanlv-wa01.m2phx1.jivehosted.com,webapp
10037,thecosmopolitanlv-eae01.m2phx1.jivehosted.com,eaeservice
10037,thecosmopolitanlv-cs01.m2phx1.jivehosted.com,cache
10037,thecosmopolitanlv-eaedb.m2phx1.jivehosted.com,dbeae
10037,thecosmopolitanlv-db.m2phx1.jivehosted.com,dbvirtual
10038,eloqua-limited-db.m2phx1.jivehosted.com,dbvirtual
10038,eloqua-limited-cs01.m2phx1.jivehosted.com,cache
10038,eloqua-limited-eaedb.m2phx1.jivehosted.com,dbeae
10038,eloqua-limited-wa02.m2phx1.jivehosted.com,webapp
10038,eloqua-limited-wa01.m2phx1.jivehosted.com,webapp
10038,eloqua-limited-eae01.m2phx1.jivehosted.com,eaeservice
10039,mindshareworld-eaedb.m2phx1.jivehosted.com,dbeae
10039,mindshareworld-db.m2phx1.jivehosted.com,dbvirtual
10039,mindshareworld-cs01.m2phx1.jivehosted.com,cache
10039,mindshareworld-eae01.m2phx1.jivehosted.com,eaeservice
10039,mindshareworld-wa01.m2phx1.jivehosted.com,webapp
10039,mindshareworld-wa02.m2phx1.jivehosted.com,webapp
10052,cannon-design-uat-cs01.m2phx1.jivehosted.com,cache
10052,cannon-design-uat-eae01.m2phx1.jivehosted.com,eaeservice
10052,cannon-design-uat-wa02.m2phx1.jivehosted.com,webapp
10052,cannon-design-uat-wa01.m2phx1.jivehosted.com,webapp
10052,cannon-design-uat-eaedb.m2phx1.jivehosted.com,dbeae
10052,cannon-design-uat-db.m2phx1.jivehosted.com,dbvirtual
10086,marriott-wa02.m1phx1.jivehosted.com,webapp
10086,marriott-db.m1phx1.jivehosted.com,dbvirtual
10086,marriott-eaedb.m1phx1.jivehosted.com,dbeae
10086,marriott-cs01.m1phx1.jivehosted.com,cache
10086,marriott-eae01.m1phx1.jivehosted.com,eaeservice
10086,marriott-wa01.m1phx1.jivehosted.com,webapp
10096,thunder9870.m1phx1.jivehosted.com,thunder
10135,lifelock-inc-emp-comm-eaedb.m1phx1.jivehosted.com,dbeae
10135,lifelock-inc-emp-comm-wa01.m1phx1.jivehosted.com,webapp
10135,lifelock-inc-emp-comm-db.m1phx1.jivehosted.com,dbvirtual
10135,lifelock-inc-emp-comm-cs01.m1phx1.jivehosted.com,cache
10135,lifelock-inc-emp-comm-eae01.m1phx1.jivehosted.com,eaeservice
10135,lifelock-inc-emp-comm-wa02.m1phx1.jivehosted.com,webapp
10136,lifelock-inc-emp-comm-uat-eae01.m1phx1.jivehosted.com,eaeservice
10136,lifelock-inc-emp-comm-uat-eaedb.m1phx1.jivehosted.com,dbeae
10136,lifelock-inc-emp-comm-uat-db.m1phx1.jivehosted.com,dbvirtual
10136,lifelock-inc-emp-comm-uat-wa02.m1phx1.jivehosted.com,webapp
10136,lifelock-inc-emp-comm-uat-wa01.m1phx1.jivehosted.com,webapp
10136,lifelock-inc-emp-comm-uat-cs01.m1phx1.jivehosted.com,cache
10137,lifelock-inc-public-comm-wa01.m1phx1.jivehosted.com,webapp
10137,lifelock-inc-public-comm-cs01.m1phx1.jivehosted.com,cache
10137,lifelock-inc-public-comm-eaedb.m1phx1.jivehosted.com,dbeae
10137,lifelock-inc-public-comm-wa02.m1phx1.jivehosted.com,webapp
10137,lifelock-inc-public-comm-db.m1phx1.jivehosted.com,dbvirtual
10137,lifelock-inc-public-comm-eae01.m1phx1.jivehosted.com,eaeservice
10138,lifelock-inc-public-comm-uat-cs01.m1phx1.jivehosted.com,cache
10138,lifelock-inc-public-comm-uat-eaedb.m1phx1.jivehosted.com,dbeae
10138,lifelock-inc-public-comm-uat-wa02.m1phx1.jivehosted.com,webapp
10138,lifelock-inc-public-comm-uat-db.m1phx1.jivehosted.com,dbvirtual
10138,lifelock-inc-public-comm-uat-wa01.m1phx1.jivehosted.com,webapp
10138,lifelock-inc-public-comm-uat-eae01.m1phx1.jivehosted.com,eaeservice
10143,tmobiletwire-cs01.m2phx1.jivehosted.com,cache
10143,tmobiletwire-wa02.m2phx1.jivehosted.com,webapp
10143,tmobiletwire-db.m2phx1.jivehosted.com,dbvirtual
10143,tmobiletwire-wa01.m2phx1.jivehosted.com,webapp
10143,tmobiletwire-wa03.m2phx1.jivehosted.com,webapp
10144,genpact-client-wa02.m1ams1.jivehosted.com,webapp
10144,genpact-client-eaedb.m1ams1.jivehosted.com,dbeae
10144,genpact-client-cs01.m1ams1.jivehosted.com,cache
10144,genpact-client-eae01.m1ams1.jivehosted.com,eaeservice
10144,genpact-client-db.m1ams1.jivehosted.com,dbvirtual
10144,genpact-client-wa01.m1ams1.jivehosted.com,webapp
10145,genpact-client-uat-eaedb.m1ams1.jivehosted.com,dbeae
10145,genpact-client-uat-cs01.m1ams1.jivehosted.com,cache
10145,genpact-client-uat-eae01.m1ams1.jivehosted.com,eaeservice
10145,genpact-client-uat-wa01.m1ams1.jivehosted.com,webapp
10145,genpact-client-uat-wa02.m1ams1.jivehosted.com,webapp
10145,genpact-client-uat-db.m1ams1.jivehosted.com,dbvirtual
10146,fdc-lancyr-wa01.m1ams1.jivehosted.com,webapp
10146,fdc-lancyr-eae01.m1ams1.jivehosted.com,eaeservice
10146,fdc-lancyr-cs01.m1ams1.jivehosted.com,cache
10146,fdc-lancyr-eaedb.m1ams1.jivehosted.com,dbeae
10146,fdc-lancyr-db.m1ams1.jivehosted.com,dbvirtual
10146,fdc-lancyr-wa02.m1ams1.jivehosted.com,webapp
10147,fdc-lancyr-uat-wa02.m1ams1.jivehosted.com,webapp
10147,fdc-lancyr-uat-eaedb.m1ams1.jivehosted.com,dbeae
10147,fdc-lancyr-uat-wa01.m1ams1.jivehosted.com,webapp
10147,fdc-lancyr-uat-eae01.m1ams1.jivehosted.com,eaeservice
10147,fdc-lancyr-uat-cs01.m1ams1.jivehosted.com,cache
10147,fdc-lancyr-uat-db.m1ams1.jivehosted.com,dbvirtual
10149,ibermatica-int-db.m1ams1.jivehosted.com,dbvirtual
10149,ibermatica-int-eaedb.m1ams1.jivehosted.com,dbeae
10149,ibermatica-int-cs01.m1ams1.jivehosted.com,cache
10149,ibermatica-int-eae01.m1ams1.jivehosted.com,eaeservice
10149,ibermatica-int-wa01.m1ams1.jivehosted.com,webapp
10149,ibermatica-int-wa02.m1ams1.jivehosted.com,webapp
10150,ibermatica-int-uat-cs01.m1ams1.jivehosted.com,cache
10150,ibermatica-int-uat-eaedb.m1ams1.jivehosted.com,dbeae
10150,ibermatica-int-uat-wa02.m1ams1.jivehosted.com,webapp
10150,ibermatica-int-uat-wa01.m1ams1.jivehosted.com,webapp
10150,ibermatica-int-uat-eae01.m1ams1.jivehosted.com,eaeservice
10150,ibermatica-int-uat-db.m1ams1.jivehosted.com,dbvirtual
10153,devoteam-cs01.m1ams1.jivehosted.com,cache
10153,devoteam-wa02.m1ams1.jivehosted.com,webapp
10153,devoteam-db.m1ams1.jivehosted.com,dbvirtual
10153,devoteam-wa01.m1ams1.jivehosted.com,webapp
10153,devoteam-eaedb.m1ams1.jivehosted.com,dbeae
10153,devoteam-eae01.m1ams1.jivehosted.com,eaeservice
10154,devoteam-uat-wa02.m1ams1.jivehosted.com,webapp
10154,devoteam-uat-db.m1ams1.jivehosted.com,dbvirtual
10154,devoteam-uat-eaedb.m1ams1.jivehosted.com,dbeae
10154,devoteam-uat-cs01.m1ams1.jivehosted.com,cache
10154,devoteam-uat-eae01.m1ams1.jivehosted.com,eaeservice
10154,devoteam-uat-wa01.m1ams1.jivehosted.com,webapp
10155,nhsl-db.m1ams1.jivehosted.com,dbvirtual
10155,nhsl-eaedb.m1ams1.jivehosted.com,dbeae
10155,nhsl-cs01.m1ams1.jivehosted.com,cache
10155,nhsl-eae01.m1ams1.jivehosted.com,eaeservice
10155,nhsl-wa01.m1ams1.jivehosted.com,webapp
10155,nhsl-wa02.m1ams1.jivehosted.com,webapp
10156,nhsl-uat-db.m1ams1.jivehosted.com,dbvirtual
10156,nhsl-uat-wa01.m1ams1.jivehosted.com,webapp
10156,nhsl-uat-eaedb.m1ams1.jivehosted.com,dbeae
10156,nhsl-uat-eae01.m1ams1.jivehosted.com,eaeservice
10156,nhsl-uat-cs01.m1ams1.jivehosted.com,cache
10156,nhsl-uat-wa02.m1ams1.jivehosted.com,webapp
10178,thunder10037.m1phx1.jivehosted.com,thunder
10216,nbc-universal-wa01.m1ams1.jivehosted.com,webapp
10216,nbc-universal-wa02.m1ams1.jivehosted.com,webapp
10216,nbc-universal-eae01.m1ams1.jivehosted.com,eaeservice
10216,nbc-universal-cs01.m1ams1.jivehosted.com,cache
10216,nbc-universal-eaedb.m1ams1.jivehosted.com,dbeae
10216,nbc-universal-db.m1ams1.jivehosted.com,dbvirtual
10217,nbc-universal-uat-wa01.m1ams1.jivehosted.com,webapp
10217,nbc-universal-uat-cs01.m1ams1.jivehosted.com,cache
10217,nbc-universal-uat-eaedb.m1ams1.jivehosted.com,dbeae
10217,nbc-universal-uat-db.m1ams1.jivehosted.com,dbvirtual
10217,nbc-universal-uat-wa02.m1ams1.jivehosted.com,webapp
10217,nbc-universal-uat-eae01.m1ams1.jivehosted.com,eaeservice
10251,liveperson-emp-db.m2phx1.jivehosted.com,dbvirtual
10251,liveperson-emp-eae01.m2phx1.jivehosted.com,eaeservice
10251,liveperson-emp-cs01.m2phx1.jivehosted.com,cache
10251,liveperson-emp-eaedb.m2phx1.jivehosted.com,dbeae
10251,liveperson-emp-wa01.m2phx1.jivehosted.com,webapp
10251,liveperson-emp-wa02.m2phx1.jivehosted.com,webapp
10254,verizonwireless-wa02.m2phx1.jivehosted.com,webapp
10254,verizonwireless-wa04.m2phx1.jivehosted.com,webapp
10254,verizonwireless-wa03.m2phx1.jivehosted.com,webapp
10254,verizonwireless-wa01.m2phx1.jivehosted.com,webapp
10254,verizonwireless-eae01.m2phx1.jivehosted.com,eaeservice
10254,verizonwireless-cs01.m2phx1.jivehosted.com,cache
10254,verizonwireless-eaedb.m2phx1.jivehosted.com,dbeae
10254,verizonwireless-db.m2phx1.jivehosted.com,dbvirtual
10280,adtran-uat-eaedb.m2phx1.jivehosted.com,dbeae
10280,adtran-uat-wa02.m2phx1.jivehosted.com,webapp
10280,adtran-uat-cs01.m2phx1.jivehosted.com,cache
10280,adtran-uat-db.m2phx1.jivehosted.com,dbvirtual
10280,adtran-uat-eae01.m2phx1.jivehosted.com,eaeservice
10280,adtran-uat-wa01.m2phx1.jivehosted.com,webapp
10341,thunder10046.m1phx1.jivehosted.com,thunder
10344,mcafee-sales-vm-eaedb.m2phx1.jivehosted.com,dbeae
10344,mcafee-sales-vm-wa02.m2phx1.jivehosted.com,webapp
10344,mcafee-sales-vm-db.m2phx1.jivehosted.com,dbvirtual
10344,mcafee-sales-vm-eae01.m2phx1.jivehosted.com,eaeservice
10344,mcafee-sales-vm-cs01.m2phx1.jivehosted.com,cache
10344,mcafee-sales-vm-wa01.m2phx1.jivehosted.com,webapp
10346,colorcon-db.m2phx1.jivehosted.com,dbvirtual
10346,colorcon-eae01.m2phx1.jivehosted.com,eaeservice
10346,colorcon-cs01.m2phx1.jivehosted.com,cache
10346,colorcon-wa01.m2phx1.jivehosted.com,webapp
10346,colorcon-wa02.m2phx1.jivehosted.com,webapp
10346,colorcon-eaedb.m2phx1.jivehosted.com,dbeae
10347,wiedenkennedy-cs01.m2phx1.jivehosted.com,cache
10347,wiedenkennedy-eae01.m2phx1.jivehosted.com,eaeservice
10347,wiedenkennedy-wa02.m2phx1.jivehosted.com,webapp
10347,wiedenkennedy-wa01.m2phx1.jivehosted.com,webapp
10347,wiedenkennedy-eaedb.m2phx1.jivehosted.com,dbeae
10347,wiedenkennedy-db.m2phx1.jivehosted.com,dbvirtual
10348,rapid7-community-cs01.m2phx1.jivehosted.com,cache
10348,rapid7-community-eae01.m2phx1.jivehosted.com,eaeservice
10348,rapid7-community-wa02.m2phx1.jivehosted.com,webapp
10348,rapid7-community-eaedb.m2phx1.jivehosted.com,dbeae
10348,rapid7-community-db.m2phx1.jivehosted.com,dbvirtual
10348,rapid7-community-wa01.m2phx1.jivehosted.com,webapp
10349,summits-hive-cs01.m2phx1.jivehosted.com,cache
10349,summits-hive-eaedb.m2phx1.jivehosted.com,dbeae
10349,summits-hive-db.m2phx1.jivehosted.com,dbvirtual
10349,summits-hive-wa02.m2phx1.jivehosted.com,webapp
10349,summits-hive-wa01.m2phx1.jivehosted.com,webapp
10349,summits-hive-eae01.m2phx1.jivehosted.com,eaeservice
10353,taleo-vm-wa01.m2phx1.jivehosted.com,webapp
10353,taleo-vm-cs01.m2phx1.jivehosted.com,cache
10353,taleo-vm-wa02.m2phx1.jivehosted.com,webapp
10353,taleo-vm-db.m2phx1.jivehosted.com,dbvirtual
10354,informatica-int-eae01.m2phx1.jivehosted.com,eaeservice
10354,informatica-int-wa01.m2phx1.jivehosted.com,webapp
10354,informatica-int-wa02.m2phx1.jivehosted.com,webapp
10354,informatica-int-cs01.m2phx1.jivehosted.com,cache
10354,informatica-int-eaedb.m2phx1.jivehosted.com,dbeae
10354,informatica-int-db.m2phx1.jivehosted.com,dbvirtual
10355,ariba-inc-wa02.m2phx1.jivehosted.com,webapp
10355,ariba-inc-eae01.m2phx1.jivehosted.com,eaeservice
10355,ariba-inc-db.m2phx1.jivehosted.com,dbvirtual
10355,ariba-inc-wa01.m2phx1.jivehosted.com,webapp
10355,ariba-inc-eaedb.m2phx1.jivehosted.com,dbeae
10355,ariba-inc-cs01.m2phx1.jivehosted.com,cache
10356,thunder10053.m1phx1.jivehosted.com,thunder
10357,webtrends-5-prod-db.m2phx1.jivehosted.com,dbvirtual
10357,webtrends-5-prod-wa02.m2phx1.jivehosted.com,webapp
10357,webtrends-5-prod-wa01.m2phx1.jivehosted.com,webapp
10357,webtrends-5-prod-cs01.m2phx1.jivehosted.com,cache
10357,webtrends-5-prod-eae01.m2phx1.jivehosted.com,eaeservice
10357,webtrends-5-prod-eaedb.m2phx1.jivehosted.com,dbeae
10387,liveperson-emp-uat-wa02.m2phx1.jivehosted.com,webapp
10387,liveperson-emp-uat-eaedb.m2phx1.jivehosted.com,dbeae
10387,liveperson-emp-uat-db.m2phx1.jivehosted.com,dbvirtual
10387,liveperson-emp-uat-wa01.m2phx1.jivehosted.com,webapp
10387,liveperson-emp-uat-eae01.m2phx1.jivehosted.com,eaeservice
10387,liveperson-emp-uat-cs01.m2phx1.jivehosted.com,cache
10427,thunder10101.m1phx1.jivehosted.com,thunder
10456,prudential-international-insurance-wa02.m2phx1.jivehosted.com,webapp
10456,prudential-international-insurance-eaedb.m2phx1.jivehosted.com,dbeae
10456,prudential-international-insurance-db.m2phx1.jivehosted.com,dbvirtual
10456,prudential-international-insurance-cs01.m2phx1.jivehosted.com,cache
10456,prudential-international-insurance-eae01.m2phx1.jivehosted.com,eaeservice
10456,prudential-international-insurance-wa01.m2phx1.jivehosted.com,webapp
10457,prudential-international-insurance-uat-eaedb.m2phx1.jivehosted.com,dbeae
10457,prudential-international-insurance-uat-cs01.m2phx1.jivehosted.com,cache
10457,prudential-international-insurance-uat-wa02.m2phx1.jivehosted.com,webapp
10457,prudential-international-insurance-uat-wa01.m2phx1.jivehosted.com,webapp
10457,prudential-international-insurance-uat-eae01.m2phx1.jivehosted.com,eaeservice
10457,prudential-international-insurance-uat-db.m2phx1.jivehosted.com,dbvirtual
10458,agilent-wa01.m2phx1.jivehosted.com,webapp
10458,agilent-wa02.m2phx1.jivehosted.com,webapp
10458,agilent-db.m2phx1.jivehosted.com,dbvirtual
10458,agilent-eaedb.m2phx1.jivehosted.com,dbeae
10458,agilent-eae01.m2phx1.jivehosted.com,eaeservice
10458,agilent-cs01.m2phx1.jivehosted.com,cache
10459,agilent-uat-wa02.m2phx1.jivehosted.com,webapp
10459,agilent-uat-db.m2phx1.jivehosted.com,dbvirtual
10459,agilent-uat-eaedb.m2phx1.jivehosted.com,dbeae
10459,agilent-uat-cs01.m2phx1.jivehosted.com,cache
10459,agilent-uat-eae01.m2phx1.jivehosted.com,eaeservice
10459,agilent-uat-wa01.m2phx1.jivehosted.com,webapp
10461,adp-tax-services-cs01.m2phx1.jivehosted.com,cache
10461,adp-tax-services-wa02.m2phx1.jivehosted.com,webapp
10461,adp-tax-services-eae01.m2phx1.jivehosted.com,eaeservice
10461,adp-tax-services-wa01.m2phx1.jivehosted.com,webapp
10461,adp-tax-services-eaedb.m2phx1.jivehosted.com,dbeae
10461,adp-tax-services-db.m2phx1.jivehosted.com,dbvirtual
10462,adp-tax-services-uat-wa02.m2phx1.jivehosted.com,webapp
10462,adp-tax-services-uat-db.m2phx1.jivehosted.com,dbvirtual
10462,adp-tax-services-uat-eaedb.m2phx1.jivehosted.com,dbeae
10462,adp-tax-services-uat-cs01.m2phx1.jivehosted.com,cache
10462,adp-tax-services-uat-eae01.m2phx1.jivehosted.com,eaeservice
10462,adp-tax-services-uat-wa01.m2phx1.jivehosted.com,webapp
10488,thunder11076.m1phx1.jivehosted.com,thunder
10489,thunder11068.m1phx1.jivehosted.com,thunder
10492,thunder11072.m1phx1.jivehosted.com,thunder
10529,thunder11100.m1phx1.jivehosted.com,thunder
10536,emc-ecn-cs01.m1phx1.jivehosted.com,cache
10536,emc-ecn-wa02.m1phx1.jivehosted.com,webapp
10536,emc-ecn-wa03.m1phx1.jivehosted.com,webapp
10536,emc-ecn-db.m1phx1.jivehosted.com,dbvirtual
10536,emc-ecn-eae01.m1phx1.jivehosted.com,eaeservice
10536,emc-ecn-wa01.m1phx1.jivehosted.com,webapp
10536,emc-ecn-analytics-db.m1phx1.jivehosted.com,dbanalytics
10536,emc-ecn-eaedb.m1phx1.jivehosted.com,dbeae
10540,thunder11114.m1phx1.jivehosted.com,thunder
10545,goodtech-internal-uat-cs01.m2phx1.jivehosted.com,cache
10545,goodtech-internal-uat-eaedb.m2phx1.jivehosted.com,dbeae
10545,goodtech-internal-uat-wa01.m2phx1.jivehosted.com,webapp
10545,goodtech-internal-uat-db.m2phx1.jivehosted.com,dbvirtual
10545,goodtech-internal-uat-wa02.m2phx1.jivehosted.com,webapp
10545,goodtech-internal-uat-eae01.m2phx1.jivehosted.com,eaeservice
10561,emc-ecn-uat-wa01.m1phx1.jivehosted.com,webapp
10561,emc-ecn-uat-db.m1phx1.jivehosted.com,dbvirtual
10561,emc-ecn-uat-eae01.m1phx1.jivehosted.com,eaeservice
10561,emc-ecn-uat-eaedb.m1phx1.jivehosted.com,dbeae
10561,emc-ecn-uat-wa02.m1phx1.jivehosted.com,webapp
10561,emc-ecn-uat-cs01.m1phx1.jivehosted.com,cache
10562,emc-ecn-uat1-eaedb.m1phx1.jivehosted.com,dbeae
10562,emc-ecn-uat1-wa02.m1phx1.jivehosted.com,webapp
10562,emc-ecn-uat1-wa01.m1phx1.jivehosted.com,webapp
10562,emc-ecn-uat1-eae01.m1phx1.jivehosted.com,eaeservice
10562,emc-ecn-uat1-cs01.m1phx1.jivehosted.com,cache
10562,emc-ecn-uat1-db.m1phx1.jivehosted.com,dbvirtual
10570,thunder11380.m1phx1.jivehosted.com,thunder
10572,thoughtworks-prod-eae01.m1phx1.jivehosted.com,eaeservice
10572,thoughtworks-prod-wa02.m1phx1.jivehosted.com,webapp
10572,thoughtworks-prod-eaedb.m1phx1.jivehosted.com,dbeae
10572,thoughtworks-prod-db.m1phx1.jivehosted.com,dbvirtual
10572,thoughtworks-prod-wa01.m1phx1.jivehosted.com,webapp
10572,thoughtworks-prod-cs01.m1phx1.jivehosted.com,cache
10573,netapplive-eae01.m1phx1.jivehosted.com,eaeservice
10573,netapplive-wa01.m1phx1.jivehosted.com,webapp
10573,netapplive-wa02.m1phx1.jivehosted.com,webapp
10573,netapplive-cs01.m1phx1.jivehosted.com,cache
10573,netapplive-eaedb.m1phx1.jivehosted.com,dbeae
10573,netapplive-db.m1phx1.jivehosted.com,dbvirtual
10574,ptc-vm-cs01.m1phx1.jivehosted.com,cache
10574,ptc-vm-db.m1phx1.jivehosted.com,dbvirtual
10574,ptc-vm-wa02.m1phx1.jivehosted.com,webapp
10574,ptc-vm-wa01.m1phx1.jivehosted.com,webapp
10576,visualize-ext-uat-db.m1phx1.jivehosted.com,dbvirtual
10576,visualize-ext-uat-wa02.m1phx1.jivehosted.com,webapp
10576,visualize-ext-uat-cs01.m1phx1.jivehosted.com,cache
10576,visualize-ext-uat-wa01.m1phx1.jivehosted.com,webapp
10576,visualize-ext-uat-eae01.m1phx1.jivehosted.com,eaeservice
10576,visualize-ext-uat-eaedb.m1phx1.jivehosted.com,dbeae
10580,adams-comm-db.m2phx1.jivehosted.com,dbvirtual
10580,adams-comm-eae01.m2phx1.jivehosted.com,eaeservice
10580,adams-comm-wa02.m2phx1.jivehosted.com,webapp
10580,adams-comm-wa01.m2phx1.jivehosted.com,webapp
10580,adams-comm-cs01.m2phx1.jivehosted.com,cache
10580,adams-comm-eaedb.m2phx1.jivehosted.com,dbeae
10581,adams-comm-uat-wa01.m2phx1.jivehosted.com,webapp
10581,adams-comm-uat-db.m2phx1.jivehosted.com,dbvirtual
10581,adams-comm-uat-eaedb.m2phx1.jivehosted.com,dbeae
10581,adams-comm-uat-cs01.m2phx1.jivehosted.com,cache
10581,adams-comm-uat-eae01.m2phx1.jivehosted.com,eaeservice
10581,adams-comm-uat-wa02.m2phx1.jivehosted.com,webapp
10588,thunder11144.m1phx1.jivehosted.com,thunder
10594,marketstar-int-eae01.m2phx1.jivehosted.com,eaeservice
10594,marketstar-int-wa01.m2phx1.jivehosted.com,webapp
10594,marketstar-int-cs01.m2phx1.jivehosted.com,cache
10594,marketstar-int-db.m2phx1.jivehosted.com,dbvirtual
10594,marketstar-int-eaedb.m2phx1.jivehosted.com,dbeae
10594,marketstar-int-wa02.m2phx1.jivehosted.com,webapp
10595,marketstar-int-uat-db.m2phx1.jivehosted.com,dbvirtual
10595,marketstar-int-uat-cs01.m2phx1.jivehosted.com,cache
10595,marketstar-int-uat-eae01.m2phx1.jivehosted.com,eaeservice
10595,marketstar-int-uat-wa01.m2phx1.jivehosted.com,webapp
10595,marketstar-int-uat-wa02.m2phx1.jivehosted.com,webapp
10595,marketstar-int-uat-eaedb.m2phx1.jivehosted.com,dbeae
10596,juniper-db.m2phx1.jivehosted.com,dbvirtual
10596,juniper-wa02.m2phx1.jivehosted.com,webapp
10596,juniper-cs01.m2phx1.jivehosted.com,cache
10596,juniper-wa01.m2phx1.jivehosted.com,webapp
10599,shaw-wa02.m2phx1.jivehosted.com,webapp
10599,shaw-eaedb.m2phx1.jivehosted.com,dbeae
10599,shaw-cs01.m2phx1.jivehosted.com,cache
10599,shaw-db.m2phx1.jivehosted.com,dbvirtual
10599,shaw-eae01.m2phx1.jivehosted.com,eaeservice
10599,shaw-wa01.m2phx1.jivehosted.com,webapp
10600,shaw-uat-eae01.m2phx1.jivehosted.com,eaeservice
10600,shaw-uat-wa01.m2phx1.jivehosted.com,webapp
10600,shaw-uat-cs01.m2phx1.jivehosted.com,cache
10600,shaw-uat-wa02.m2phx1.jivehosted.com,webapp
10600,shaw-uat-eaedb.m2phx1.jivehosted.com,dbeae
10600,shaw-uat-db.m2phx1.jivehosted.com,dbvirtual
10632,redsky-int-wa02.m1phx1.jivehosted.com,webapp
10632,redsky-int-cs01.m1phx1.jivehosted.com,cache
10632,redsky-int-eaedb.m1phx1.jivehosted.com,dbeae
10632,redsky-int-db.m1phx1.jivehosted.com,dbvirtual
10632,redsky-int-eae01.m1phx1.jivehosted.com,eaeservice
10632,redsky-int-wa01.m1phx1.jivehosted.com,webapp
10633,redsky-int-uat-eae01.m1phx1.jivehosted.com,eaeservice
10633,redsky-int-uat-eaedb.m1phx1.jivehosted.com,dbeae
10633,redsky-int-uat-cs01.m1phx1.jivehosted.com,cache
10633,redsky-int-uat-db.m1phx1.jivehosted.com,dbvirtual
10633,redsky-int-uat-wa01.m1phx1.jivehosted.com,webapp
10633,redsky-int-uat-wa02.m1phx1.jivehosted.com,webapp
10636,thunder11417.m1phx1.jivehosted.com,thunder
10639,sid-lee-db.m1phx1.jivehosted.com,dbvirtual
10639,sid-lee-wa01.m1phx1.jivehosted.com,webapp
10639,sid-lee-eae01.m1phx1.jivehosted.com,eaeservice
10639,sid-lee-cs01.m1phx1.jivehosted.com,cache
10639,sid-lee-eaedb.m1phx1.jivehosted.com,dbeae
10639,sid-lee-wa02.m1phx1.jivehosted.com,webapp
10640,sid-lee-uat-eae01.m1phx1.jivehosted.com,eaeservice
10640,sid-lee-uat-wa02.m1phx1.jivehosted.com,webapp
10640,sid-lee-uat-eaedb.m1phx1.jivehosted.com,dbeae
10640,sid-lee-uat-db.m1phx1.jivehosted.com,dbvirtual
10640,sid-lee-uat-wa01.m1phx1.jivehosted.com,webapp
10640,sid-lee-uat-cs01.m1phx1.jivehosted.com,cache
10642,news-corp-wa02.m1phx1.jivehosted.com,webapp
10642,news-corp-eaedb.m1phx1.jivehosted.com,dbeae
10642,news-corp-cs01.m1phx1.jivehosted.com,cache
10642,news-corp-eae01.m1phx1.jivehosted.com,eaeservice
10642,news-corp-db.m1phx1.jivehosted.com,dbvirtual
10642,news-corp-wa01.m1phx1.jivehosted.com,webapp
10643,news-corp-uat-db.m1phx1.jivehosted.com,dbvirtual
10643,news-corp-uat-wa01.m1phx1.jivehosted.com,webapp
10643,news-corp-uat-wa02.m1phx1.jivehosted.com,webapp
10643,news-corp-uat-eaedb.m1phx1.jivehosted.com,dbeae
10643,news-corp-uat-cs01.m1phx1.jivehosted.com,cache
10643,news-corp-uat-eae01.m1phx1.jivehosted.com,eaeservice
10644,shutterfly-int-db.m1phx1.jivehosted.com,dbvirtual
10644,shutterfly-int-wa02.m1phx1.jivehosted.com,webapp
10644,shutterfly-int-wa01.m1phx1.jivehosted.com,webapp
10644,shutterfly-int-eae01.m1phx1.jivehosted.com,eaeservice
10644,shutterfly-int-cs01.m1phx1.jivehosted.com,cache
10644,shutterfly-int-eaedb.m1phx1.jivehosted.com,dbeae
